N,P,K,temperature,humidity,ph,rainfall,label
86.43,11,166,28.454268228654023,79.04444382399127,5.86162743994385,9.68,millet
13.57,58,13,17.48557280364064,70.2901308522595,5.875087944480391,4.46,maize
41.43,143,176,43.21703873785264,55.62669190077409,5.423977360476583,11.26,rice
72.86,103,73,23.559307998385542,24.54261529205043,4.509983350876906,10.34,wheat
95.0,55,46,39.58908585134482,29.308378215306217,7.33753425224984,9.5,wheat
20.71,59,108,24.45958901599574,51.50679778601425,4.897270395231576,4.97,pulses
89.29,105,152,34.1079683848766,85.07636572948407,8.834836958158386,6.2,sugarcane
94.29,99,187,38.84568017508645,73.36693628101969,6.2035167616810565,0.91,banana
19.29,36,192,11.714233115769078,70.74617789914703,5.200937874298003,11.79,millet
75.0,47,121,35.5438690651822,29.38639301389233,5.025221512414118,6.27,coffee
82.86,41,150,13.409260795502668,57.174757165543824,4.407509268021744,7.69,barley
21.43,59,93,22.584384757504765,36.495589003837296,6.161760919137012,4.62,wheat
16.43,7,115,10.0637612774024,63.01624300664205,4.724768718455508,5.38,banana
15.71,57,122,16.381064277540773,52.071362167094094,5.564379662019407,7.63,cotton
37.86,25,184,28.95818706562323,85.97929927100246,7.588410968893048,8.46,banana
94.29,28,166,41.970234674540336,84.27296733855415,5.2130351647087725,3.96,coffee
29.29,85,153,24.69109324513218,62.670468020439515,4.5373768066443425,6.59,rice
30.0,79,107,24.771823313245687,79.00195780562277,8.059956908894314,7.18,millet
96.43,68,166,35.93470747748211,46.83409560532888,6.685930337883107,1.31,banana
40.71,109,168,37.30479519382908,32.918923103608925,8.549955222716093,11.31,millet
98.57,60,76,43.04573048196796,36.388276683347705,4.977485856931878,10.02,rice
73.57,70,143,38.96419685889231,50.57729685014107,8.175534163315966,11.36,millet
59.29,7,22,13.695287509860144,57.838393473819146,4.698639210525824,0.86,tea
18.57,47,81,16.054555744669923,20.71944802338792,8.971349347672273,11.34,wheat
95.71,137,151,37.404861241963914,79.21787538954958,6.9606597663300604,6.7,sugarcane
46.43,134,50,14.060117595992288,26.38375667055189,6.659218068526114,12.33,wheat
99.29,8,111,41.38198587967784,77.44318342358282,6.12465891975725,7.36,rice
95.71,27,109,16.885940504599873,43.11240306773424,7.310250960473873,2.82,wheat
64.29,110,184,20.512084938527586,40.493226955040086,4.633892196212315,8.99,wheat
96.43,17,162,26.26192895635404,33.09589280204129,5.403270499745419,10.9,coffee
96.43,72,80,20.55245620013154,73.72520694999179,6.81734395833659,1.86,groundnut
23.57,5,104,35.84050790189912,10.234341634014639,6.229929070668158,9.45,rice
57.86,93,195,11.144959453431591,46.076873906185185,5.981635139945766,7.43,wheat
92.86,51,20,27.510842598262244,28.479279667530093,5.23227903824915,8.03,millet
43.57,44,156,13.182151909366214,38.81283089133153,6.052770021664285,8.43,wheat
75.0,115,143,27.631216562815084,61.21591618317786,5.509512566632242,11.52,sugarcane
80.71,126,27,35.39448276721288,88.85964426249713,6.062581369816588,3.37,barley
60.71,94,126,43.350788912640326,33.967978700759176,6.991369710224794,2.22,coffee
61.43,125,182,22.840560063841757,55.108053193842494,4.792113333233631,9.66,groundnut
52.14,108,156,20.58294168587858,87.7315473359347,8.014545477856872,1.52,millet
39.29,134,111,38.38444782835243,68.51462631622033,7.0844362773618785,9.96,banana
27.14,17,42,40.75881008976351,83.38033536450942,7.376692570510546,1.0,banana
55.71,113,10,11.488779975212514,81.73717950048223,6.908911371694899,9.99,banana
90.0,130,50,32.22128493189014,89.39132894596239,7.856078002185808,6.72,banana
97.86,70,194,41.129638313621335,64.56184937891143,7.273932174091197,10.19,banana
30.0,92,166,15.246223191164107,72.832347141412,6.991091232837199,9.95,barley
55.71,7,178,29.440303084088093,54.312622183054856,4.688003588183543,1.74,coffee
46.43,48,53,21.041759498263836,25.553294854750295,8.142609395988043,11.79,wheat
50.0,21,145,13.974292174937869,34.909543159234495,5.622822250678103,3.39,wheat
20.0,64,49,34.01270130312726,23.719639505234422,5.4436971688596145,5.7,coffee
73.57,28,60,40.985211033452295,86.32776012603398,8.292346035710592,3.22,banana
55.0,79,146,14.216188956887272,48.578419243028634,4.2083118981985095,0.98,wheat
90.0,56,163,41.29440150731144,59.0996490296626,4.056252475718852,2.75,coffee
75.71,37,204,22.089270065340123,44.25079376513108,8.001902926931141,2.21,wheat
94.29,121,135,16.59464818253935,32.48006616893126,7.1321214927854175,6.29,wheat
9.29,107,20,31.727809289029576,80.11456628573933,7.7867101583650875,12.29,banana
97.86,21,91,38.520275003800435,37.7081405084337,8.479731730892642,4.21,millet
98.57,90,130,34.90571142215509,32.82883028782162,8.508393541024182,5.5,millet
54.29,115,144,16.21095547943672,29.956914012750264,5.430613374596326,4.7,wheat
97.14,127,40,17.077506245115885,83.83952628905858,5.381926721399514,4.51,pulses
14.29,57,155,28.35892213644774,30.812170070329348,6.084584602331123,6.29,banana
69.29,131,168,20.569468656491587,56.79111135997441,6.294746019739921,3.39,barley
27.14,67,65,17.08253013453216,28.297329226519963,3.5742134695471988,9.78,wheat
7.86,31,59,14.639297990378061,15.279748242686058,3.987123024245009,1.31,wheat
40.0,67,37,25.039508021750528,82.65582639218913,7.4095330089908416,7.05,banana
30.0,48,81,24.45786973648211,34.98145901756519,7.942473366070573,3.62,wheat
75.0,31,21,22.737501799893842,25.717992139839446,5.061746754505171,2.94,wheat
0.71,131,25,26.810392241889314,74.48522799270239,5.8002130960979965,5.24,millet
12.14,45,126,44.27290030291773,26.46244701089448,3.9103695526034197,6.95,coffee
57.14,80,198,22.515211864933224,51.333738391147314,7.276297631422121,1.98,coffee
75.71,122,102,14.923629261262473,79.96051182218667,4.1784847827750955,5.1,sugarcane
37.86,90,201,40.54741855904244,44.44892218696663,4.273818420220659,4.71,coffee
70.0,41,52,11.677933842020991,70.80824971131432,5.141054433344728,7.4,sugarcane
52.86,43,154,11.050602767467987,16.630600279087187,3.9489761342442025,4.98,wheat
86.43,82,175,18.714258547967816,33.62179588292587,6.724484033173958,2.53,wheat
44.29,103,131,11.20447145178633,86.48954722690989,5.773555694300013,1.17,tea
18.57,120,73,34.01470540727825,70.56753385253006,5.658223125723827,11.62,rice
8.57,23,178,33.17912482565285,15.595421385640238,6.382947931612275,4.07,soybean
67.14,76,14,27.931760284215077,18.136129753442898,6.281522880942152,7.31,groundnut
95.0,103,126,21.161610810473306,28.491704332415537,6.5368496333077175,10.17,wheat
27.14,88,64,31.46604271409579,62.71004294385981,6.213234915652897,1.59,coffee
21.43,135,81,12.9929720583371,80.38844246590433,7.119964621514225,9.62,tea
25.0,117,30,14.07619324086044,58.6429715286366,8.646780458317572,1.43,millet
77.14,47,129,42.19516970554645,55.86626483331278,5.356602241558264,5.26,coffee
27.14,7,153,12.188639978228572,44.588250376931754,4.399248045862048,10.22,wheat
76.43,100,161,15.456762976676176,83.97517801918347,8.804912577821648,3.57,millet
41.43,122,85,37.47125960530103,35.54753392068803,3.8487984978463348,6.97,coffee
0.71,41,6,25.1650566963814,85.05553381336854,5.937409409246042,2.22,pulses
51.43,111,167,43.66097746780552,54.77478694467514,4.821897659641915,11.85,rice
30.0,120,171,42.790303754317165,26.211862607873286,8.178005788265537,9.7,millet
62.14,52,141,41.109946747954126,62.69244269957482,7.984608873017777,12.19,banana
25.71,88,94,11.869814674956247,74.11565313990486,7.259468250945096,9.93,soybean
77.14,99,133,32.537244537567744,80.34236622845248,4.184665667968994,7.1,coffee
63.57,11,45,40.43233055474224,70.1463883490906,8.932634219643177,11.21,banana
24.29,5,92,22.018194985189478,47.96335245613642,4.476511145488325,6.79,wheat
63.57,39,117,10.559824251739542,58.313322049851315,6.6424308476586,1.69,tea
14.29,52,128,20.37106710004426,14.134073732941257,4.086871304976,11.66,wheat
31.43,40,168,21.856300510213515,23.243566901422064,4.934325310935353,6.74,wheat
3.57,78,130,29.361874360987432,42.77458762879702,6.680573130962101,10.47,banana
98.57,62,163,17.14583212566441,44.14314367465713,4.414886552015807,5.7,wheat
96.43,133,66,41.03829031463225,81.76719414924273,6.754032399558549,2.82,banana
13.57,74,55,41.18360009458685,10.759657288415179,7.7493005103445824,9.21,millet
56.43,126,52,14.873639634109145,88.83702389139968,4.12255244250945,2.93,rice
74.29,115,15,30.529331638752005,44.72859314922836,3.5404684835483535,6.82,coffee
61.43,98,23,35.64532078668387,89.8798678858082,7.909148523764661,8.04,banana
27.86,144,140,40.82195328721279,48.51240120249625,6.321573042708392,10.48,rice
22.14,36,41,29.79769483056881,50.00301643370108,6.304484848788149,3.15,cotton
37.14,72,19,40.832227392974715,33.17454791556841,6.893515113287389,3.89,soybean
90.0,69,83,43.14444518642385,79.276354760147,5.851099893265332,11.09,rice
59.29,96,204,33.13784654537006,79.08972199631225,8.234698009434833,11.58,banana
55.71,70,8,22.73404158411215,70.0282868454442,6.685356434888071,2.78,millet
69.29,47,65,26.199885459341424,72.43983686394985,6.360619811018743,7.59,millet
35.71,79,55,34.80788239416796,14.729553918109426,6.216022741568928,2.42,wheat
53.57,53,147,39.63951602166334,59.579537231663565,8.261794413441368,11.64,millet
77.86,23,53,11.540041616312685,32.28280656171237,4.659741664604087,12.09,wheat
87.86,38,42,18.126407845152052,58.438728596443724,4.887256370440879,7.2,maize
29.29,122,75,35.58033537195077,42.98043208460378,8.96442472452739,4.29,millet
85.0,65,195,40.04859205825434,29.38954927430914,5.221037278694349,9.64,rice
89.29,28,122,25.42645565235434,25.9870393968348,7.274675132048389,9.29,coffee
84.29,91,178,24.60364747663496,50.89113049929956,7.3435143573799255,7.95,wheat
6.43,137,54,21.646384241393072,38.720888097983,5.3379421778037806,11.21,wheat
65.71,33,134,33.5842701937616,41.83034876010562,4.007654913922229,7.65,coffee
64.29,15,24,32.88856652329491,40.21265250183124,3.6642789748371647,2.48,coffee
25.0,89,9,41.675586771520045,35.76360711466053,6.476521648675142,7.81,coffee
47.14,73,112,15.565736273835235,78.54223184269789,4.186267618870376,5.38,maize
32.14,136,108,37.28934600101513,83.31100796171292,6.679688100498625,7.9,banana
95.71,57,123,20.670342741788833,21.810752308547812,7.539197200031086,8.1,wheat
22.14,60,194,20.414798106907632,37.25454422415311,7.874670754752995,2.64,wheat
37.86,46,199,28.9407910687876,72.01122062648693,6.311010490604784,8.14,pulses
25.0,41,202,17.245023246326884,29.42297202627037,6.802866651162819,6.28,wheat
80.0,51,51,24.490345385531704,17.08098244856396,7.042694691004739,5.02,wheat
12.14,137,67,40.50874723107164,60.26253147644184,6.532139010333004,8.59,banana
64.29,95,184,38.71655477485063,12.421118639323954,4.912772071436229,10.68,rice
14.29,126,109,11.027751652823818,49.48141861511718,4.34669457387383,5.55,wheat
88.57,86,175,17.3163811521729,20.746118021289995,4.602903184028938,3.17,wheat
21.43,136,40,26.557026881875217,10.49137842441298,8.391374835623333,8.06,millet
18.57,123,82,21.754493121478962,34.20993979602929,3.8057044644418725,1.46,wheat
76.43,114,179,19.777425273423013,59.06096842405502,4.469656438732681,7.32,sugarcane
12.86,85,169,10.80822151643558,44.31594351462796,8.314316081135,2.06,wheat
85.0,5,8,42.03132608561657,23.168703612102696,8.953055849212223,1.85,millet
40.0,81,191,32.36912747092307,51.667388469752254,5.577649122537201,4.02,cotton
0.0,126,98,31.415417316273032,72.19027446808649,4.859930285403469,10.43,rice
83.57,63,136,27.632583262266834,79.36730945473313,6.591838663981768,10.92,banana
57.14,84,182,10.325319171340247,17.050577298432525,5.317952278053175,2.79,wheat
96.43,134,5,25.84808614906374,80.90649381680471,7.236591580179223,9.93,banana
87.86,31,92,29.663784183398253,14.313148480317253,3.7049808990686293,11.87,coffee
81.43,40,14,44.47143937526936,43.746127189616324,5.045449775088753,3.47,coffee
37.86,72,116,38.9106363451443,84.41254870910177,3.5867898992143186,1.63,coffee
85.71,130,63,20.173870150612625,18.878837081540212,5.3339068832193375,11.99,wheat
7.14,49,200,22.745281251523267,78.45539885787093,7.917508162772677,2.9,millet
91.43,70,175,44.54301106808018,62.16016423908131,6.4721957999315265,2.82,wheat
16.43,46,187,35.74687706651645,71.87750945410706,7.9722062448442985,7.85,banana
52.86,99,143,30.975294435671596,64.64372267445518,7.994940077470035,5.59,banana
30.71,67,40,42.838189116877665,59.007708949479714,6.455277085851888,7.01,cotton
1.43,124,193,12.800916593181716,23.639050633352863,5.951692494497127,0.93,wheat
61.43,68,71,33.58146236978533,72.52472450093705,6.250750197121683,6.72,soybean
6.43,80,109,36.12985324977117,69.20765604129568,8.864280704369541,1.89,banana
29.29,61,201,15.835878091031965,31.093522146758943,5.160237744858159,3.94,wheat
46.43,86,95,30.404390733027725,78.44236807662206,7.3568777719698275,10.53,banana
67.86,116,25,43.408679325000605,65.03616024234412,7.283858564187874,0.97,banana
1.43,48,95,19.1275122014169,56.396718598931045,3.9227456523957294,1.99,barley
74.29,33,50,15.104096474409648,51.35008270951393,8.802345392348252,1.74,millet
40.0,95,15,12.785305332483677,87.26969399138368,5.687978190918044,11.94,soybean
22.86,82,193,14.066153194732857,41.44829524592649,6.576332798307609,9.01,wheat
74.29,139,19,19.725686573753762,59.89668517663566,5.597370901318743,11.33,tea
27.86,17,172,23.02452228699339,42.9158684237601,6.171021793408997,12.43,wheat
69.29,112,132,44.4871211553374,22.862596810570288,5.232525307156339,4.99,coffee
44.29,143,57,19.85703539925308,46.152363530689904,5.417260597428042,4.07,wheat
72.86,53,158,22.040008602998807,80.78526988716389,4.635392535902265,2.9,groundnut
42.86,90,106,17.412215542109593,82.52875768157038,3.51193439680712,5.36,banana
53.57,136,83,13.880880807917375,34.13110429184823,7.3149178417024885,1.71,wheat
32.14,27,114,30.98562585327158,81.18530629875812,8.798075772041713,8.36,banana
23.57,60,134,27.756335478432398,64.36134456986599,4.347947664064614,1.75,sugarcane
0.0,113,14,12.631272272983889,60.78439403282885,5.806732192823049,12.48,rice
70.0,125,146,26.43780969332038,77.3287746455363,3.690035221345173,9.43,wheat
48.57,9,37,40.363705054455146,54.1398169042893,7.007540485233845,12.44,maize
91.43,72,143,42.94423766525189,43.446577919820506,6.6672773868911905,11.82,barley
57.86,143,19,14.747063721533536,86.07389809086129,3.8691908011875147,1.11,pulses
28.57,69,37,17.37406960870549,89.26107288934669,5.885844408299007,8.66,banana
31.43,62,75,14.744473517119243,63.44157688456626,7.76129160443447,3.85,millet
28.57,11,184,10.299658278481962,44.87249287929756,5.812565782299449,1.84,wheat
57.14,129,181,40.000553330408906,59.91795333674407,8.40600768377394,1.47,millet
66.43,34,159,14.805002891688758,71.50983205301209,7.647657255300806,8.9,millet
8.57,118,130,17.947912903481033,49.74804904503556,6.509232824220383,4.33,wheat
22.14,126,158,40.497917997682435,27.78603458636992,6.951531521508329,1.54,wheat
42.86,41,84,14.218280460186651,65.96314454682835,6.498805917036096,6.15,millet
49.29,34,76,27.412860238328633,10.637740356186765,5.888290025181684,9.56,millet
64.29,23,193,25.470573936274327,40.440182323455545,8.04349908125133,6.5,millet
66.43,60,140,24.757725920621784,67.88031891513634,8.686376324397797,5.31,millet
5.0,130,163,18.253097902043038,43.60602073493399,6.020661322646678,6.07,wheat
79.29,21,94,28.88046051068651,32.568988550903875,7.988818269472068,7.85,millet
32.14,140,97,20.338624102646662,54.6926894995211,6.491717727824341,10.66,wheat
47.14,71,173,40.68489042148639,74.10912622385433,6.844492833064637,1.14,banana
86.43,133,141,33.73201927540015,25.099004769738016,3.6849787455086385,7.71,sugarcane
34.29,37,124,29.19733989604251,68.01068082415792,3.790576644077832,9.05,coffee
30.71,127,107,34.597377395161445,46.11811041642008,8.312271408952238,6.01,millet
81.43,28,30,19.557242405018975,66.158176590811,8.665799471895099,1.3,millet
69.29,130,101,35.03185620691872,49.771869047687304,7.277569951072314,2.55,rice
4.29,136,53,29.196159535173692,54.158345490225344,7.439822147697745,7.69,pulses
20.0,15,37,11.734163127963082,80.23801644173562,4.925748245015438,3.6,cotton
40.71,8,204,36.187581758862095,25.02047719882122,3.79992158499171,2.4,coffee
5.71,35,148,31.468818341275277,27.05387143510177,8.401597403839123,8.64,millet
0.0,133,132,43.829950933713754,41.50980741659433,5.250378663504353,6.96,coffee
40.71,6,124,25.545179405188776,49.73624301629236,7.393319683424442,7.13,barley
90.0,78,181,14.115788415108643,16.215318294399623,6.149425814137112,11.29,wheat
3.57,73,117,40.534317306615335,79.27851987037319,6.630826650177466,4.41,banana
82.14,66,20,41.81761661164232,61.45506774198353,5.047873927454309,5.07,coffee
69.29,72,33,24.243689299656683,38.38657846162668,4.8706898513151256,12.08,wheat
72.86,49,36,20.22403212336993,17.384794547685438,8.668780065751552,9.45,wheat
86.43,90,98,36.599014827972354,51.07511836373067,4.423242393160021,8.49,rice
17.86,59,99,26.98207555609601,79.66336877534431,7.607438864150218,3.31,banana
42.14,124,61,27.7815635980354,51.47691159501393,5.990563565822365,1.76,groundnut
41.43,136,151,31.227038501558166,27.292398503563795,4.5838564262723525,10.81,rice
1.43,86,132,24.27327345195777,72.04359902288131,4.747098733584761,6.9,soybean
61.43,33,200,15.07301506409308,55.21531439615026,5.19086934116279,7.98,soybean
45.71,9,88,42.14459062599433,89.86186196408623,4.723275350476772,4.37,coffee
7.86,59,128,35.540043641138695,43.27420979304871,7.620821503788364,9.66,millet
0.0,105,142,24.878570185949474,19.49998025233412,4.937659827996465,2.08,wheat
43.57,85,72,39.12144658972971,60.52837294645845,4.455788582324993,5.11,coffee
15.71,19,179,10.221919947663176,11.824423926650915,6.954957140743687,11.0,wheat
49.29,138,20,35.0942390803868,29.5490713890528,7.830468477071806,5.39,millet
30.71,99,50,42.69610078116784,75.38640626273417,5.8667486391850385,7.08,wheat
54.29,122,159,18.822332719673113,29.801789061886133,7.206461716952557,7.46,wheat
94.29,111,23,44.79248176283191,38.59075236542017,4.5454661534981255,5.81,coffee
12.86,78,117,17.40779808148134,50.57866872399921,6.041635030601025,11.82,pulses
6.43,120,8,31.95437839659022,48.156374295620274,7.887379106193821,6.9,millet
99.29,12,166,28.955990918070498,18.282636260229303,8.740626008360856,2.19,millet
61.43,17,69,38.428117763812125,51.273872177181474,6.2482307035155795,4.93,banana
49.29,79,72,36.74569234072993,38.22253610244098,4.11861478331139,1.34,coffee
37.14,104,27,22.991918469204336,38.83383229131117,7.160638732517228,2.23,wheat
2.86,6,134,30.48366232423163,31.645291830263716,7.514492185907124,1.98,millet
27.14,136,162,41.248059593429716,34.20489591938087,5.107753585538683,4.84,coffee
7.86,136,145,19.532138905182748,87.32790894052917,5.849153683146455,2.05,wheat
62.86,26,71,21.33434992244628,87.86185197593367,4.219781680376696,7.97,coffee
76.43,49,53,41.80353399990758,57.98955680513399,7.6452407794643245,3.33,millet
30.71,8,67,15.11465263595452,82.57204215473983,5.627677219780077,5.21,soybean
74.29,54,51,21.29033138356224,53.80910145035535,8.427222069160717,11.2,millet
22.86,103,150,43.1703881240097,54.96864515030552,7.060804109533937,9.53,wheat
67.14,43,193,32.00536926793751,53.01455161105945,5.180192114670667,9.25,rice
60.71,119,122,13.363147188717972,86.61563359228141,4.771096820350699,2.82,barley
67.14,24,186,25.34514651172553,65.63402471193085,5.861075162053094,4.33,banana
35.0,101,46,40.00308478024552,67.43275928692834,3.7392704413248863,12.19,rice
9.29,97,102,19.38949805200137,28.562350328608215,6.892368044686437,1.06,wheat
65.0,7,47,33.03776742545401,73.49624855507196,5.766555800462095,5.54,tea
47.86,118,7,36.87843231517735,67.0570786892545,7.890260373051631,7.32,banana
79.29,141,192,29.492317916278093,73.8271348746687,6.892757669097124,5.14,sugarcane
98.57,5,144,35.15661311803781,46.94113194315908,4.263381314178819,4.26,coffee
30.0,46,101,39.32179680855215,40.102804240684264,4.4824380626490505,5.72,coffee
67.86,94,66,13.219339336679798,48.72695181654059,7.420028899125774,1.04,wheat
99.29,87,159,26.093345138676387,27.440951852646336,4.82158099557444,9.59,soybean
37.86,32,124,13.561332268382293,62.39641145117622,4.328149606791335,8.11,cotton
5.71,102,182,29.617520593165413,58.3871200221887,6.618598640252612,10.52,cotton
13.57,33,188,29.84854892542483,21.898679907052223,5.669401446446279,10.83,sugarcane
3.57,40,159,16.938711939216056,26.577403237168102,7.792613264345972,5.74,wheat
80.0,58,148,10.714572710338722,63.80860836728892,3.841198569522782,5.63,rice
37.86,56,125,12.364476828728074,87.00836391759331,4.472970118233676,3.93,sugarcane
53.57,89,5,32.76053621391888,83.18150476105588,6.757017359665905,3.17,banana
85.71,136,65,39.73717071175985,48.41284747530806,3.614703103588058,8.57,rice
95.0,36,48,28.168874912013692,50.394231704146605,4.407996120882653,6.72,coffee
97.86,36,65,37.229599453645775,25.353602543633436,5.2570247354858015,8.0,coffee
58.57,125,62,37.465511132969766,69.70041903795847,7.4073057114749705,3.47,banana
20.71,109,89,36.773734868216664,62.114532077785526,5.12840267091744,6.89,coffee
87.86,115,101,14.766486151676734,70.00883978997163,4.6884369046099685,12.32,sugarcane
88.57,14,15,16.403667763081188,52.2189472087838,7.448559225581363,10.64,sugarcane
10.71,137,144,36.48083356212057,12.861733427088735,6.6416910243787575,9.65,rice
27.14,110,128,37.88365281567596,41.32301244267782,5.241091031803474,9.47,rice
37.86,81,168,44.644527803448476,51.48313519405464,5.8603224517706565,4.23,rice
12.14,43,137,39.77313586264583,83.77734411971085,7.405761935552338,7.76,banana
86.43,140,86,16.084532123700058,86.88038987470888,6.760710108089942,8.3,sugarcane
99.29,141,38,40.43217593456849,20.68801245598931,3.689908594895175,7.89,coffee
17.86,135,168,17.305236081346713,82.98328604568923,7.671059140248156,4.11,millet
65.0,13,41,34.65666248238804,37.95276845398731,5.737169159915657,8.36,rice
57.86,62,73,11.086291722381791,54.30570731825724,4.456943680077627,4.85,soybean
50.0,107,59,31.051373933996256,70.22844609719344,7.76114846152073,3.45,banana
82.86,114,144,33.32935073810604,81.90529233466762,5.974104535778619,10.49,rice
75.0,44,143,34.16083910344286,33.97066552141603,3.824704973297053,5.04,coffee
63.57,101,129,14.217676658122047,60.80921931905476,6.583480570954491,10.17,soybean
27.14,64,37,28.949005173095397,47.57429760265787,3.897533179390668,5.56,coffee
97.14,109,145,35.294395868894235,88.81626071859282,5.502256877984204,1.91,sugarcane
7.14,72,104,17.38397976107707,49.50860324181609,6.4879580366025955,6.49,wheat
95.0,78,48,23.34578335235034,65.17543102118486,4.860259880137091,3.97,pulses
92.14,81,11,26.821703733843062,36.86877147995595,7.125536457052459,6.47,soybean
11.43,127,74,42.89306297404132,87.36635761258404,6.543923802866536,7.79,banana
15.71,86,139,27.701339995633163,63.31727725883623,6.857466186395181,4.0,banana
65.71,120,138,16.18711640081618,27.260438849980204,7.5997278660265275,8.07,wheat
60.0,98,76,30.99719891802131,45.60213197751164,5.6804851129568785,5.53,tea
72.86,130,201,12.45159799862342,80.34876087486766,4.7619325016643925,1.78,sugarcane
77.86,51,54,19.156777577877715,18.108199596639416,7.563028987089187,7.57,wheat
62.14,26,190,34.61839366319072,79.75571388914946,4.115134804914534,2.13,coffee
2.14,7,132,42.72537185483722,67.89932753870661,5.918244434429679,10.84,rice
53.57,17,69,29.518102068330165,74.97907462438319,4.274827991844732,10.31,coffee
73.57,12,185,41.937121781695595,79.86832595042154,5.478842952519722,7.78,coffee
37.14,97,134,34.537916457424885,10.807519339184388,8.240852052862085,6.34,millet
13.57,26,24,10.351558851189967,79.61360720339704,7.797189849744463,8.68,millet
82.86,91,111,13.161074762193754,62.10732181499792,4.113958974819488,10.05,rice
35.0,30,177,38.45952603445626,41.11649027699321,5.600560144290947,4.47,coffee
5.71,24,149,43.9947077970374,88.28609156968119,7.723133620958688,1.89,banana
45.71,17,186,29.43753342942782,78.27994001398038,4.942705129037702,6.59,coffee
0.71,117,194,29.04636947092357,15.483799546080723,4.698818402564955,4.53,coffee
14.29,8,143,31.520159501950356,15.137923540229057,6.8959158442160335,1.6,cotton
85.71,52,198,22.529052995002353,17.664407162506386,7.045302524990102,4.69,wheat
10.71,68,43,41.27138527671759,31.11935705633128,6.731496619311348,5.91,banana
5.0,47,45,26.650359390346125,39.84757602674145,7.828446745535977,3.93,millet
88.57,53,20,12.03503153062346,89.42390725669387,8.099070104696933,5.76,millet
97.14,141,124,43.87999683433625,23.09446345147686,5.778610580799992,1.11,sugarcane
86.43,126,181,20.40537400609536,72.13092512599032,4.460325214154729,4.7,sugarcane
29.29,33,14,10.438114733429927,58.11876559465799,5.67615444190149,10.0,groundnut
25.0,100,172,17.610433192414572,55.46707275692795,5.394102200908387,5.57,maize
16.43,41,101,36.898782004480076,33.05788043620307,4.037043109222559,5.41,coffee
64.29,93,46,38.840798994874625,47.20233510294533,5.155966170399328,4.67,coffee
63.57,13,114,10.16041564090286,76.50504953290287,5.6522307044636735,12.37,wheat
10.71,69,63,38.721281581327084,50.11418078261976,4.545435866569605,8.57,rice
73.57,123,59,15.259029111896577,29.705933217161355,3.9988265107336844,10.28,wheat
53.57,108,83,14.883779087933545,54.34981787401579,7.281972445747308,8.37,millet
91.43,70,120,15.646579974006684,70.26595864800913,6.25509342877006,9.36,soybean
52.86,108,113,14.892687134892968,34.43215585599805,7.902499533152273,2.65,wheat
46.43,127,141,42.59226651763631,40.57819449049998,8.277992013319166,4.84,millet
57.14,53,60,36.17949482009061,22.715178408916135,7.7636214472725955,2.74,millet
87.86,41,140,41.36468625437218,49.054235489570104,4.354476184300417,12.42,rice
52.86,144,61,16.98792466598794,58.898814396903454,3.6373612534187427,10.82,barley
20.71,53,118,27.460702321061696,15.38260166336241,4.810418367139598,5.29,wheat
5.71,129,49,28.61753699011175,59.21855151996254,6.809368660820848,5.13,millet
45.71,62,137,39.47338860074571,84.53260676660062,6.3881179605757445,4.73,banana
66.43,93,192,42.90438798699087,43.845428577504435,6.338230416494408,7.89,tea
9.29,126,9,39.205138614339006,42.467562093583105,5.923095874712278,9.35,rice
92.86,18,112,19.47579951542766,37.68031190142277,8.877362442289325,10.7,wheat
70.71,32,31,25.737674817406038,26.046160804792713,6.538937730945696,11.41,coffee
44.29,117,91,30.784966900390067,64.77735612587374,8.725914194756037,12.26,banana
45.71,52,52,44.07925600704551,85.98207654896774,6.277390624983875,12.02,rice
67.14,139,179,44.41807205373584,36.86713446279347,4.229278058524331,2.74,coffee
27.86,108,191,16.187168079197466,17.64784889579241,5.422615454885301,12.23,wheat
12.14,50,121,21.29202365177423,18.081532849526614,7.678926216880924,6.66,wheat
3.57,135,123,39.425052216080246,87.00089348654673,6.1308491830124705,3.5,soybean
90.71,61,111,17.413790719228597,62.2377286182772,7.980797518500042,9.9,millet
38.57,19,182,11.432026235722999,57.31486359022434,8.323841935499662,4.9,millet
60.71,17,21,19.873395107297082,87.27575865099938,8.431514075830856,1.92,millet
8.57,102,36,12.350689824476271,64.97250702772268,3.7761980729175906,8.13,barley
18.57,113,165,29.32546056902558,26.99313218726962,6.483941942376705,9.81,tea
77.14,130,186,41.778888991713146,53.68539969372857,8.179378729719605,12.06,sugarcane
75.71,124,135,20.15474933920855,86.62842780990447,7.365747477431871,12.47,sugarcane
69.29,86,97,36.475633088076975,49.05418239012533,4.143040185705162,9.31,rice
80.71,90,161,33.82192324657157,35.15237765220627,4.979577353504309,1.66,coffee
2.14,40,83,11.789869963666135,79.60457045526147,7.228141910134032,8.69,barley
61.43,116,75,34.29782810178277,81.50525929973502,8.846434198056954,5.09,banana
60.71,6,79,39.10189339724444,20.563229663392786,4.263381414382164,6.86,coffee
52.14,127,125,41.8779781323213,79.00048328404603,6.588416903397418,5.91,banana
88.57,36,17,18.651757907925596,82.5205034949536,8.824464168295348,6.15,millet
0.71,31,94,13.579220438773483,22.275443982723484,7.719779851088991,2.77,wheat
27.14,6,186,37.55132096601989,55.2738537072844,4.292950857166577,6.77,coffee
46.43,58,115,38.52504255268323,37.81018710151659,7.495617720427715,5.42,wheat
